,,,,start,end,ampl. [pA],,dwell time [ms],freq.,interevent interval,,,,N1,,tau1,,N2,,tau2,,N3,,tau3,,N4,,tau4,,,Burst analysis,ev./burst,start,end,duration [ms],mean intraburst interval [ms],,frequency [Hz],,open duration mean [ms],,openings,closures,,,,,,,,,,,,,,,,,
1,1,1,A,46027.05078,46027.60156,2.282279,0.212674,0.5505,1532.567017,0.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46027.60156,46027.75,0.427683,0,0.1485,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46027.75,46028.05078,1.938303,0.004316,0.301,1430.615112,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46028.05078,46028.30078,0.287302,0,0.25,2224.694092,0.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46032,46034,-0.041502,0.275723,2,253.228668,3.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,46034,46034.19922,1.661711,0,0.1992,229.805817,4.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46034.19922,46049.85156,-0.006138,0.291881,15.6523,454.710815,2.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46049.85156,46052.05078,2.339813,0.268768,2.1995,63.085514,15.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46052.05078,46052.35156,-0.049408,0.069053,0.3005,56.016762,17.851801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46067.44922,46067.80078,0.173835,0.096569,0.3518,333.333344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46067.80078,46069.5,2.282416,0.363653,1.699,800,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46069.5,46074.5,-0.082239,0.347978,5,487.614594,2.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46074.5,46075.05078,2.104157,0.175502,0.551,149.276016,6.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46075.05078,46077.35156,0.067908,0.345698,2.3005,180.14772,5.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46077.35156,46077.69922,2.144342,0.061035,0.3477,350.692627,2.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46077.69922,46078.55078,0.22596,0.143495,0.8518,377.61499,2.6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46078.55078,46078.89844,2.137342,0.115967,0.3475,833.680725,1.1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46078.89844,46079.69922,0.122674,0.334379,0.8007,833.819702,1.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46079.69922,46080.64844,1.821539,0.337904,0.9493,870.928406,1.1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46080.64844,46081.25,0.268245,0.359892,0.6015,571.428589,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46082.55078,46082.89844,-0.17535,0.166631,0.3475,525.624207,1.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46082.89844,46083.75,1.954185,0.358908,0.8515,833.819702,1.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46083.75,46083.89844,0.567278,0,0.1485,834.028381,1.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46083.89844,46084.5,2.317461,0.156726,0.6015,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46084.5,46087.10156,0.338258,0.205883,2.6015,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46087.10156,46087.75,1.639677,0.398315,0.6485,312.207306,3.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46087.75,46090.60156,-0.040389,0.240821,2.8515,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46090.60156,46091.5,2.038083,0.354738,0.8985,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46091.5,46092.14844,0.221415,0.727014,0.6485,266.666656,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46099.14844,46099.85156,-0.246463,0.219817,0.703,130.744583,7.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46099.85156,46100.14844,2.622962,0.047474,0.297,1174.398071,0.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AT,46100.14844,46120.10156,-0.145252,0.281947,19.952999,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46120.10156,46120.39844,1.928222,0.099264,0.297,49.382717,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46120.39844,46120.85156,-0.101197,0.261918,0.453,49.382717,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46120.85156,46122.25,2.384691,0.225043,1.3985,1333.333374,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46122.25,46124.39844,-0.081462,0.25834,2.1485,540.1026,1.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46124.64844,46125.44922,0.293695,0.427606,0.8007,416.927246,2.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46125.44922,46128.75,1.98153,0.340303,3.3008,951.74646,1.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46128.75,46131.80078,0.149548,0.386053,3.051,243.813232,4.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46132.60156,46140.55078,-0.349656,0.31912,7.9495,3327.787109,0.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46140.55078,46140.80078,1.592593,0,0.25,122.661758,8.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46140.80078,46143.85156,-0.348539,0.271631,3.0505,121.958656,8.1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46143.85156,46144.44922,1.748488,0.340712,0.5977,302.984406,3.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46144.44922,46145.5,-0.028039,0.245258,1.0508,274.107788,3.6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46146.25,46149,0.040525,0.342449,2.75,1662.510376,0.6015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46149,46150.5,2.249905,0.311793,1.5,350.692627,2.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46150.5,46159.69922,-0.059294,0.296768,9.1992,235.294113,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46166.60156,46167.30078,-0.270038,0.114514,0.6995,322.424622,3.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46167.30078,46173.69922,2.094802,0.302128,6.3982,270.306793,3.6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46173.69922,46190.80078,-0.08402,0.304515,17.101801,140.890717,7.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,46190.80078,46190.94922,1.948422,0,0.1482,42.553192,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46190.94922,46219.19922,0.157426,0.283583,28.25,57.971016,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46219.19922,46219.55078,2.066052,0.237122,0.3518,35.213501,28.398199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46219.55078,46219.64844,1.109835,0,0.0975,34.962833,28.601801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46219.64844,46220.19922,2.65664,0.344634,0.5507,2225.684326,0.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46220.19922,46220.35156,0.804659,0,0.1523,1542.733765,0.6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46221.14844,46222.89844,0.156308,0.231943,1.75,1053.407715,0.9493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46222.89844,46224,2.233333,0.342688,1.1015,307.692322,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46224,46224.10156,1.277793,0,0.1015,350.692627,2.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46224.10156,46225.25,2.224159,0.363895,1.1485,831.255188,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46225.25,46225.55078,0.014366,0.120843,0.301,800,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46225.55078,46227.89844,2.277913,0.351543,2.3475,689.893066,1.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46227.89844,46229.85156,0.254064,0.272664,1.953,377.572205,2.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46280.80078,46282.05078,0.103882,0.30647,1.25,103.600105,9.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46284.39844,46284.60156,0.301904,0,0.203,277.970825,3.5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46284.60156,46291.94922,1.926557,0.343669,7.3477,140.815323,7.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46291.94922,46292.05078,0.820702,0,0.1018,132.438049,7.5507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46292.05078,46295,2.070591,0.334018,2.949,134.237198,7.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46295,46296.89844,-0.194815,0.142524,1.8985,327.782867,3.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46296.89844,46298,1.751882,0.49339,1.1015,206.291901,4.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46298,46298.10156,1.022512,0,0.1015,333.333344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46298.10156,46299.89844,2.177793,0.321731,1.797,831.255188,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46299.89844,46306.64844,-0.151018,0.274925,6.75,526.731628,1.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46306.64844,46307.25,2.496983,0.294436,0.6015,117.000114,8.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46307.25,46308.75,0.058394,0.278724,1.5,136.026657,7.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46308.75,46310.69922,1.896968,0.280832,1.9492,475.850586,2.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46310.69922,46311.25,0.189378,0.179594,0.5508,289.922302,3.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46311.25,46312.35156,2.152287,0.257586,1.1015,400,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46312.35156,46320.80078,-0.167107,0.326218,8.4495,605.21698,1.6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46320.80078,46321.10156,1.711904,0.146738,0.3005,104.70108,9.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46321.10156,46323.10156,-0.249529,0.207187,2,114.285713,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46323.80078,46326.14844,-0.182686,0.204236,2.3475,1661.681641,0.6018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46326.14844,46330.64844,2.043458,0.382226,4.5,408.279907,2.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46330.64844,46338.80078,-0.089673,0.265536,8.1525,146.038696,6.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46338.80078,46342.69922,2.057271,0.417615,3.8982,79.035767,12.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46342.69922,46342.80078,1.26266,0,0.1018,82.982735,12.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46342.80078,46343.05078,2.416224,0,0.25,250,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46343.05078,46343.19922,0.72555,0,0.1482,2842.52417,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46343.19922,46346.39844,2.181239,0.274332,3.1993,2511.300781,0.3982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46346.39844,46346.60156,0.652308,0,0.203,298.730408,3.3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46346.60156,46346.85156,2.135462,0,0.25,293.918823,3.4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46346.85156,46347.39844,0.022774,0.171059,0.547,2207.505615,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46347.39844,46348.39844,1.912957,0.323755,1,1254.7052,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46348.39844,46348.5,1.035577,0,0.1015,646.412415,1.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46348.5,46349.60156,1.789022,0.307723,1.1015,907.852905,1.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46349.60156,46379.80078,-0.301551,0.263525,30.199499,831.255188,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46379.80078,46380.05078,1.712679,0,0.25,31.947861,31.301001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46380.05078,46382.60156,0.027849,0.21324,2.5505,32.841263,30.449499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46382.60156,46383.55078,2.048188,0.268801,0.9495,357.079102,2.8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46383.55078,46388.85156,-0.052823,0.30396,5.3005,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46388.85156,46389.39844,1.954136,0.268875,0.547,160,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46389.39844,46389.5,1.108364,0,0.1015,171.01326,5.8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46389.5,46390.60156,2.223611,0.193869,1.1015,1542.02002,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46390.60156,46391.69922,-0.225691,0.31729,1.0977,831.255188,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46391.69922,46394.25,2.374151,0.372223,2.5508,454.710815,2.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46394.25,46394.85156,0.038219,0.473536,0.6015,274.085236,3.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46394.85156,46398.44922,1.977449,0.367265,3.5977,317.228699,3.1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46398.44922,46398.89844,0.31898,0.164772,0.4493,238.140594,4.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46398.89844,46401.44922,2.201885,0.394127,2.5507,247.096619,4.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46401.44922,46426.69922,-0.000147,0.271165,25.25,333.333344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46431,46434.89844,0.07124,0.292971,3.8985,345.006042,2.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46434.89844,46436.30078,2.27867,0.325174,1.4025,222.222229,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46436.30078,46436.39844,1.057712,0,0.0975,188.643646,5.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46436.39844,46437.5,1.857612,0.288594,1.1015,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46437.5,46442.89844,-0.097533,0.265418,5.3985,834.028381,1.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46442.89844,46445.14844,2.17748,0.331118,2.25,153.846161,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46445.14844,46454.5,0.06489,0.291097,9.3515,130.744583,7.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46455.10156,46456.89844,-0.124653,0.311601,1.797,4926.108398,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46456.89844,46457.30078,2.246303,0.394905,0.4025,526.731628,1.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46457.30078,46457.89844,0.328273,0.128526,0.5975,454.648773,2.1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46462.5,46476.10156,-0.101225,0.301568,13.6015,256.508911,3.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46476.10156,46479.60156,1.945914,0.348173,3.5,72.194344,13.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46479.60156,46479.69922,0.945399,0,0.0977,58.474403,17.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46479.69922,46480.05078,2.396002,0.200984,0.3518,277.955353,3.5977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46480.05078,46480.75,-0.236852,0.16375,0.699,2224.694092,0.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46480.75,46482.35156,2.171565,0.229079,1.6015,951.655884,1.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46482.35156,46482.69922,0.7097,0.168962,0.3477,434.68811,2.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,AB,46482.69922,46487,2.100748,0.287506,4.3008,513.031006,1.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46487,46490.39844,-0.019777,0.293391,3.3985,215.123154,4.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46493.25,46510.75,-0.29155,0.291525,17.5,1430.615112,0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46510.75,46511.19922,1.910895,0.131714,0.4492,55.713409,17.948999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46511.19922,46512.60156,-0.293034,0.387872,1.4023,55.712788,17.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46512.60156,46513.25,1.526572,0.17224,0.6485,540.1026,1.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46513.25,46513.5,0.329605,0,0.25,487.614594,2.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46513.5,46513.75,1.432205,0,0.25,1112.966064,0.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46513.75,46533.5,-0.044825,0.301703,19.75,2000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46533.5,46533.75,1.499408,0,0.25,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46533.75,46540.44922,-0.031664,0.277407,6.6992,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46540.44922,46541.10156,1.75088,0.329031,0.6523,143.901459,6.9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46541.10156,46541.75,0.049356,0.634292,0.6485,136.026657,7.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46541.75,46542,1.388243,0,0.25,768.75769,1.3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46542,46543.14844,-0.107119,0.366516,1.1485,1112.966064,0.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46543.14844,46543.64844,1.781014,0.216539,0.5,715.051819,1.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46543.64844,46546.14844,0.018778,0.283472,2.5,606.612061,1.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46546.14844,46546.55078,1.98333,0.057553,0.4025,333.333344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,A,46546.55078,46552.55078,0.103567,0.318773,6,344.530579,2.9025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,A,46552.55078,46553.44922,2.213428,0.221752,0.8982,156.188995,6.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,AB,46553.44922,46553.60156,0.882861,0,0.1523,144.965347,6.8982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
