,,,,start,end,ampl. [pA],,dwell time [ms],freq.,interevent interval,,,,N1,,tau1,,N2,,tau2,,N3,,tau3,,N4,,tau4,,,Burst analysis,ev./burst,start,end,duration [ms],mean intraburst interval [ms],,frequency [Hz],,open duration mean [ms],,openings,closures,,,,,,,,,,,,,,,,,
1,1,0,AB,881.549988,881.700012,0.728774,0,0.15,952.380981,1.05,,,,,,,,,,,,,,,,,,,,,,5,1775.64978,1784.099854,8.450073,1.925018,7.876688,596.044189,2439.433594,1,5.803172,5,7.700072,,,,,,,,,,,,,,,,,
1,1,0,A,882.75,884.650024,0.09347,0.335572,1.9,833.333313,1.2,,,,,,,,,,,,,,,,,,,,,,3,1786.549805,1796.850098,10.300246,1.075073,1.585567,972.768677,1434.683105,3.150033,13.698844,9.450099,2.150146,,,,,,,,,,,,,,,,,
1,1,1,A,884.650024,891.450012,2.408763,0.422829,6.8,487.804871,2.05,,,,,,,,,,,,,,,,,,,,,,13,1799,1825.150146,26.150196,2.12085,28.90797,626.458557,8456.905273,1.092292,19.938452,14.199796,25.4502,,,,,,,,,,,,,,,,,
1,1,0,A,891.450012,892.299988,0.499739,0.228149,0.85,114.942528,8.7,,,,,,,,,,,,,,,,,,,,,,1,1827.400391,1830.500244,3.0999,0,0,0,0,3.0999,0,3.0999,0,,,,,,,,,,,,,,,,,
1,1,1,AB,892.299988,892.5,1.602375,0,0.2,130.718948,7.65,,,,,,,,,,,,,,,,,,,,,,3,1833.250244,1835.400269,2.150024,0.950012,1.401808,1101.440063,1625.250244,0.616633,1.895193,1.849899,1.900024,,,,,,,,,,,,,,,,,
1,1,0,A,892.5,892.950012,0.318195,0.142331,0.45,952.380981,1.05,,,,,,,,,,,,,,,,,,,,,,2,1841.650269,1842.950073,1.299805,1.049805,0,952.558167,0,0.29995,0.435798,0.5999,1.049805,,,,,,,,,,,,,,,,,
1,1,1,A,892.950012,893.299988,2.401858,0.144993,0.35,1538.461548,0.65,,,,,,,,,,,,,,,,,,,,,,2,1845.100098,1847.500244,2.400098,1.600098,0,624.961853,0,0.6,0.938083,1.2,1.600098,,,,,,,,,,,,,,,,,
1,1,0,A,893.299988,895.049988,0.050167,0.224244,1.75,1250,0.8,,,,,,,,,,,,,,,,,,,,,,5,1851.85022,1859.700439,7.850173,1.362518,5.590663,834.604736,3395.949707,0.84002,5.715799,4.2001,5.450072,,,,,,,,,,,,,,,,,
1,1,1,A,895.049988,898.25,2.287183,0.32167,3.2,476.190491,2.1,,,,,,,,,,,,,,,,,,,,,,1,1864.850342,1865.050293,0.2,0,0,0,0,0.2,0,0.2,0,,,,,,,,,,,,,,,,,
1,1,0,A,898.25,916.5,-0.050047,0.250766,18.25,202.020203,4.95,,,,,,,,,,,,,,,,,,,,,,2,1867.500244,1869.300293,1.800098,0.600098,0,1666.395386,0,0.75,1.391043,1.5,0.600098,,,,,,,,,,,,,,,,,
1,1,1,A,916.5,917,2.151697,0.194257,0.5,46.620049,21.450001,,,,,,,,,,,,,,,,,,,,,,4,1873.350464,1877.650391,4.299927,1.183309,3.516681,1052.57373,3310.692871,0.5625,2.443024,2.25,3.549927,,,,,,,,,,,,,,,,,
1,1,0,AB,917,917.099976,1.041875,0,0.1,53.333332,18.75,,,,,,,,,,,,,,,,,,,,,,3,1898.000488,1906.650391,8.6499,2.375,3.619947,458.057892,698.166382,2.666633,7.853462,7.999899,4.75,,,,,,,,,,,,,,,,,
1,1,1,A,917.099976,917.799988,1.912846,0.339879,0.7,1666.666626,0.6,,,,,,,,,,,,,,,,,,,,,,5,1910.250488,1919.950439,9.699951,1.924988,8.879185,757.984497,3305.251953,1.33,7.242387,6.65,7.699952,,,,,,,,,,,,,,,,,
1,1,0,A,917.799988,919.950012,0.077206,0.216522,2.15,1250,0.8,,,,,,,,,,,,,,,,,,,,,,9,1931.200439,1949.000488,17.800098,2.137512,18.799526,575.34668,4985.935547,1.077789,13.244529,9.700101,17.100096,,,,,,,,,,,,,,,,,
1,1,1,A,919.950012,922.549988,1.973482,0.251467,2.6,350.877197,2.85,,,,,,,,,,,,,,,,,,,,,,2,1952.450562,1954.150391,1.699829,0.449829,0,2223.066406,0,0.67495,1.494605,1.3499,0.449829,,,,,,,,,,,,,,,,,
1,1,0,A,922.549988,923.650024,0.010396,0.270739,1.1,210.526321,4.75,,,,,,,,,,,,,,,,,,,,,,1,1957.000366,1957.500366,0.5,0,0,0,0,0.5,0,0.5,0,,,,,,,,,,,,,,,,,
1,1,1,A,923.650024,924.049988,2.040367,0.050454,0.4,270.270264,3.7,,,,,,,,,,,,,,,,,,,,,,2,1962.000366,1965.150513,3.150146,2.400146,0,416.641235,0,0.55,0.874643,1.1,2.400146,,,,,,,,,,,,,,,,,
1,1,0,A,924.049988,927.049988,-0.014447,0.236794,3,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,2,1968.800659,1972.950562,4.149902,2.649902,0,377.372406,0,1.27495,1.858382,2.5499,2.649902,,,,,,,,,,,,,,,,,
1,1,1,AB,927.049988,927.200012,1.773095,0,0.15,294.117645,3.4,,,,,,,,,,,,,,,,,,,,,,1,1976.050659,1976.900513,0.8499,0,0,0,0,0.8499,0,0.8499,0,,,,,,,,,,,,,,,,,
1,1,0,A,927.200012,930.200012,-0.019486,0.249931,3,317.460327,3.15,,,,,,,,,,,,,,,,,,,,,,2,1980.300659,1983.300659,3.000024,1.400024,0,714.273254,0,1.425,2.045422,2.85,1.400024,,,,,,,,,,,,,,,,,
1,1,1,A,930.200012,931.299988,2.072248,0.437972,1.1,317.460327,3.15,,,,,,,,,,,,,,,,,,,,,,3,1989.150757,1995.050781,5.9,1.5,2.437308,793.700012,1289.660767,1.316667,4.931245,3.950001,3,,,,,,,,,,,,,,,,,
1,1,0,A,931.299988,934.25,-0.083742,0.211076,2.95,243.902435,4.1,,,,,,,,,,,,,,,,,,,,,,16,1998.400879,2037.151123,38.750195,2.570019,47.179951,644.13855,12382.82031,1.518762,37.49712,24.300192,38.550285,,,,,,,,,,,,,,,,,
1,1,1,A,934.25,939.950012,2.089122,0.28288,5.7,246.913574,4.05,,,,,,,,,,,,,,,,,,,,,,2,2045.901123,2046.701172,0.800046,0.400146,0,2499.084717,0,0.35,0.504936,0.7,0.400146,,,,,,,,,,,,,,,,,
1,1,0,A,939.950012,948.450012,0.098847,0.210298,8.5,115.606934,8.65,,,,,,,,,,,,,,,,,,,,,,3,2049.30127,2056.750977,7.449756,3.499878,4.953602,285.957031,404.733337,1.7166,5.579899,5.1498,6.999756,,,,,,,,,,,,,,,,,
1,1,0,A,960.950012,962.25,0.153429,0.253351,1.3,103.092781,9.7,,,,,,,,,,,,,,,,,,,,,,1,2061.801025,2062.101074,0.3001,0,0,0,0,0.3001,0,0.3001,0,,,,,,,,,,,,,,,,,
1,1,1,A,962.25,963.049988,2.372642,0.150172,0.8,588.235291,1.7,,,,,,,,,,,,,,,,,,,,,,2,2071.250977,2073.700928,2.449853,0.599854,0,1667.073608,0,1.05,2.182888,2.1,0.599854,,,,,,,,,,,,,,,,,
1,1,0,A,963.049988,970.150024,-0.071402,0.194778,7.1,476.190491,2.1,,,,,,,,,,,,,,,,,,,,,,1,2079.150879,2079.300781,0.1499,0,0,0,0,0.1499,0,0.1499,0,,,,,,,,,,,,,,,,,
1,1,1,A,970.150024,970.75,1.835966,0.173093,0.6,126.582275,7.9,,,,,,,,,,,,,,,,,,,,,,4,2081.800781,2091.800537,9.999873,2.066691,6.06452,568.111633,1719.510376,1.462475,7.926746,5.8499,6.200073,,,,,,,,,,,,,,,,,
1,1,0,AB,970.75,970.849976,1.191283,0,0.1,129.870132,7.7,,,,,,,,,,,,,,,,,,,,,,2,2094.450684,2095.350586,0.899973,0.700073,0,1428.421997,0,0.29995,0.46902,0.5999,0.700073,,,,,,,,,,,,,,,,,
1,1,1,A,970.849976,971.900024,1.894264,0.151581,1.05,1428.571411,0.7,,,,,,,,,,,,,,,,,,,,,,13,2098.400879,2127.501221,29.100245,2.229187,29.035898,571.156799,7860.990723,1.276938,19.723518,16.600194,26.750244,,,,,,,,,,,,,,,,,
1,1,0,A,971.900024,973.650024,-0.014457,0.177183,1.75,869.565247,1.15,,,,,,,,,,,,,,,,,,,,,,2,2131.55127,2133.951172,2.399905,1.299805,0,769.346375,0,1.09995,1.555564,2.1999,1.299805,,,,,,,,,,,,,,,,,
1,1,1,A,973.650024,977.200012,2.121001,0.241375,3.55,357.142853,2.8,,,,,,,,,,,,,,,,,,,,,,1,2136.651367,2142.201172,5.5498,0,0,0,0,5.5498,0,5.5498,0,,,,,,,,,,,,,,,,,
1,1,0,A,977.200012,977.549988,-0.028925,0.067508,0.35,188.679245,5.3,,,,,,,,,,,,,,,,,,,,,,15,2150.05127,2177.200684,27.149508,1.746408,25.967892,665.249878,10111.96387,1.216613,20.829464,18.249195,24.449712,,,,,,,,,,,,,,,,,
1,1,1,A,977.549988,979.950012,2.142951,0.259014,2.4,256.410248,3.9,,,,,,,,,,,,,,,,,,,,,,8,2179.650879,2186.60083,6.949903,0.949986,7.634687,1536.731567,12516.50879,0.44995,4.238507,3.5996,6.649902,,,,,,,,,,,,,,,,,
1,1,0,A,979.950012,980.5,-0.017159,0.156201,0.55,363.636353,2.75,,,,,,,,,,,,,,,,,,,,,,3,2188.750977,2195.700684,6.94978,1.69989,2.733075,689.047241,1107.84668,2.050033,6.527254,6.150099,3.39978,,,,,,,,,,,,,,,,,
1,1,1,A,980.5,981.799988,1.966754,0.340869,1.3,338.983063,2.95,,,,,,,,,,,,,,,,,,,,,,1,2199.450684,2199.900879,0.4501,0,0,0,0,0.4501,0,0.4501,0,,,,,,,,,,,,,,,,,
1,1,0,A,981.799988,985.150024,0.029707,0.347991,3.35,540.540527,1.85,,,,,,,,,,,,,,,,,,,,,,4,2204.700684,2218.450684,13.749973,4.483358,12.99881,246.801422,714.022949,3.124925,14.408179,12.4997,13.450074,,,,,,,,,,,,,,,,,
1,1,1,A,985.150024,985.450012,2.122707,0.064738,0.3,215.053757,4.65,,,,,,,,,,,,,,,,,,,,,,1,2220.800781,2222.35083,1.5501,0,0,0,0,1.5501,0,1.5501,0,,,,,,,,,,,,,,,,,
1,1,0,A,985.450012,985.75,0.242824,0.090633,0.3,273.972595,3.65,,,,,,,,,,,,,,,,,,,,,,5,2224.800781,2233.250732,8.449953,1.962463,7.849415,561.527222,2277.188965,0.90004,5.16375,4.5002,7.849852,,,,,,,,,,,,,,,,,
1,1,1,A,985.75,987.450012,2.409611,0.444667,1.7,1666.666626,0.6,,,,,,,,,,,,,,,,,,,,,,7,2237.500732,2256.150635,18.649952,2.241658,18.479179,776.585205,5284.036133,1.935686,20.1082,13.549802,13.449948,,,,,,,,,,,,,,,,,
1,1,0,A,987.450012,990.900024,-0.182552,0.273516,3.45,500,2,,,,,,,,,,,,,,,,,,,,,,1,2263.551025,2264.400879,0.8498,0,0,0,0,0.8498,0,0.8498,0,,,,,,,,,,,,,,,,,
1,1,1,A,990.900024,991.25,2.028866,0.124637,0.35,194.174759,5.15,,,,,,,,,,,,,,,,,,,,,,2,2266.650879,2271.500732,4.849971,4.050171,0,246.903168,0,2.3,4.4252,4.6,4.050171,,,,,,,,,,,,,,,,,
1,1,0,A,991.25,1003.650024,-0.021353,0.252548,12.4,263.157898,3.8,,,,,,,,,,,,,,,,,,,,,,9,2273.800781,2292.500732,18.699951,1.993744,16.916039,592.422852,5192.334473,1.611067,15.214259,14.499603,15.949952,,,,,,,,,,,,,,,,,
1,1,1,A,1003.650024,1004,2.341503,0.111044,0.35,78.431374,12.75,,,,,,,,,,,,,,,,,,,,,,2,2304.750488,2306.650391,1.900024,1.650024,0,606.051636,0,0.4001,0.640531,0.8002,1.650024,,,,,,,,,,,,,,,,,
1,1,0,AB,1004,1004.099976,0.956005,0,0.1,78.431374,12.75,,,,,,,,,,,,,,,,,,,,,,3,2309.450684,2312.650635,3.1999,1.25,1.812489,821.033875,1190.492065,0.950067,2.712049,2.850201,2.5,,,,,,,,,,,,,,,,,
1,1,1,A,1004.099976,1004.849976,2.098473,0.123189,0.75,2222.222168,0.45,,,,,,,,,,,,,,,,,,,,,,3,2321.500488,2327.350586,5.850049,0.775024,1.226328,1476.168335,2335.753418,1.750067,7.229389,5.250201,1.550048,,,,,,,,,,,,,,,,,
1,1,0,A,1004.849976,1010,0.130076,0.366163,5.15,1176.470581,0.85,,,,,,,,,,,,,,,,,,,,,,4,2330.550781,2337.60083,7.049998,2.200032,6.915295,563.90033,1670.895996,1.399975,7.587543,5.5999,6.600096,,,,,,,,,,,,,,,,,
1,1,1,AB,1010,1010.200012,1.994391,0,0.2,169.491531,5.9,,,,,,,,,,,,,,,,,,,,,,4,2339.850586,2349.800537,9.949946,3.216716,12.431663,629.463074,2025.347046,2.3,14.19551,9.2,9.650148,,,,,,,,,,,,,,,,,
1,1,0,A,1010.200012,1011.049988,-0.144656,0.171942,0.85,186.915894,5.35,,,,,,,,,,,,,,,,,,,,,,3,2352.350586,2361.000488,8.649898,4.050049,5.873377,253.441605,367.540741,2.8166,9.228097,8.4498,8.100098,,,,,,,,,,,,,,,,,
1,1,0,A,1015.299988,1015.75,-0.130764,0.19723,0.45,196.07843,5.1,,,,,,,,,,,,,,,,,,,,,,1,2366.400635,2367.550537,1.15,0,0,0,0,1.15,0,1.15,0,,,,,,,,,,,,,,,,,
1,1,1,A,1015.75,1016.450012,2.466026,0.200818,0.7,625,1.6,,,,,,,,,,,,,,,,,,,,,,2,2392.750488,2397.350586,4.600098,2.100098,0,476.168335,0,1.575,2.895471,3.15,2.100098,,,,,,,,,,,,,,,,,
1,1,0,A,1016.450012,1017.799988,0.353068,0.340928,1.35,869.565247,1.15,,,,,,,,,,,,,,,,,,,,,,1,2410.250488,2412.500488,2.25,0,0,0,0,2.25,0,2.25,0,,,,,,,,,,,,,,,,,
1,1,1,A,1017.799988,1022.599976,2.259126,0.253968,4.8,487.804871,2.05,,,,,,,,,,,,,,,,,,,,,,2,2416.950684,2418.400391,1.449805,1.049805,0,952.558167,0,0.52495,0.783323,1.0499,1.049805,,,,,,,,,,,,,,,,,
1,1,0,A,1022.599976,1023.349976,0.122274,0.09915,0.75,162.601624,6.15,,,,,,,,,,,,,,,,,,,,,,3,2420.550781,2425.300781,4.749947,2.200073,4.535523,1038.877075,2141.678955,1.483233,6.135138,4.449699,4.400146,,,,,,,,,,,,,,,,,
1,1,1,A,1023.349976,1023.599976,2.28651,0,0.25,180.180176,5.55,,,,,,,,,,,,,,,,,,,,,,3,2427.850586,2430.600586,2.749998,1.050049,1.736384,1166.531006,1929.001587,0.5166,1.447949,1.5498,2.100098,,,,,,,,,,,,,,,,,
1,1,0,A,1023.599976,1024.25,0.030244,0.075496,0.65,1000,1,,,,,,,,,,,,,,,,,,,,,,3,2433.650635,2440.000488,6.349971,1.150085,1.858881,1026.691895,1659.439941,1.816567,7.025097,5.449701,2.30017,,,,,,,,,,,,,,,,,
1,1,0,A,1034.349976,1034.949951,0.14984,0.215218,0.6,93.023254,10.75,,,,,,,,,,,,,,,,,,,,,,1,2446.650635,2447.150635,0.5,0,0,0,0,0.5,0,0.5,0,,,,,,,,,,,,,,,,,
1,1,1,A,1034.949951,1038.5,2.171157,0.274999,3.55,338.983063,2.95,,,,,,,,,,,,,,,,,,,,,,1,2457.550781,2457.700928,0.1502,0,0,0,0,0.1502,0,0.1502,0,,,,,,,,,,,,,,,,,
1,1,0,A,1038.5,1039.599976,0.115927,0.169808,1.1,240.963852,4.15,,,,,,,,,,,,,,,,,,,,,,3,2462.150635,2466.400635,4.249973,1.725037,2.89029,726.275208,1216.870361,0.6667,1.851606,2.0001,3.450074,,,,,,,,,,,,,,,,,
1,1,0,A,1046.849976,1052.150024,-0.105276,0.214328,5.3,119.760483,8.35,,,,,,,,,,,,,,,,,,,,,,1,2481.500488,2481.700684,0.2002,0,0,0,0,0.2002,0,0.2002,0,,,,,,,,,,,,,,,,,
1,1,1,A,1052.150024,1052.550049,1.746403,0.127737,0.4,183.486237,5.45,,,,,,,,,,,,,,,,,,,,,,13,2502.300781,2524.351074,22.05032,1.737518,25.165449,892.498779,12979.41113,1.2962,22.876118,16.8506,20.850216,,,,,,,,,,,,,,,,,
1,1,0,A,1052.550049,1053.599976,-0.009973,0.234495,1.05,175.438599,5.7,,,,,,,,,,,,,,,,,,,,,,1,2527.601074,2529.601074,2,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,
1,1,1,A,1053.599976,1056.650024,2.107772,0.353746,3.05,689.655151,1.45,,,,,,,,,,,,,,,,,,,,,,1,2534.501221,2535.051025,0.5498,0,0,0,0,0.5498,0,0.5498,0,,,,,,,,,,,,,,,,,
1,1,0,A,1056.650024,1058.25,0.025823,0.200582,1.6,243.902435,4.1,,,,,,,,,,,,,,,,,,,,,,1,2539.051025,2539.851074,0.8,0,0,0,0,0.8,0,0.8,0,,,,,,,,,,,,,,,,,
1,1,1,A,1058.25,1058.650024,1.885226,0.179709,0.4,215.053757,4.65,,,,,,,,,,,,,,,,,,,,,,1,2553.051025,2553.251221,0.2002,0,0,0,0,0.2002,0,0.2002,0,,,,,,,,,,,,,,,,,
1,1,0,A,1058.650024,1061.900024,-0.106547,0.294057,3.25,500,2,,,,,,,,,,,,,,,,,,,,,,1,2564.551025,2565.151123,0.6001,0,0,0,0,0.6001,0,0.6001,0,,,,,,,,,,,,,,,,,
1,1,1,A,1061.900024,1064.050049,1.95041,0.235789,2.15,273.972595,3.65,,,,,,,,,,,,,,,,,,,,,,2,2574.101074,2580.401123,6.3001,1.75,0,571.428589,0,2.85015,5.273142,5.7003,1.75,,,,,,,,,,,,,,,,,
1,1,0,A,1064.050049,1066.199951,-0.030572,0.199804,2.15,185.185181,5.4,,,,,,,,,,,,,,,,,,,,,,4,2594.801025,2600.200928,5.399902,1.716634,5.801742,1067.605835,3840.66626,0.8125,3.89232,3.25,5.149902,,,,,,,,,,,,,,,,,
1,1,0,A,1070.949951,1071.199951,0.075535,0,0.25,144.927536,6.9,,,,,,,,,,,,,,,,,,,,,,3,2608.500977,2613.000732,4.499854,2.049927,2.905921,488.985382,693.172668,0.45,1.238447,1.35,4.099854,,,,,,,,,,,,,,,,,
1,1,1,A,1071.199951,1073.25,1.919218,0.345181,2.05,384.615387,2.6,,,,,,,,,,,,,,,,,,,,,,5,2615.750732,2624.35083,8.600096,2.112549,9.122705,589.115112,2456.000488,0.81002,7.277876,4.0501,8.450196,,,,,,,,,,,,,,,,,
1,1,0,A,1073.25,1075.5,-0.079834,0.262946,2.25,434.782623,2.3,,,,,,,,,,,,,,,,,,,,,,2,2633.200928,2638.101074,4.900149,2.050049,0,487.793274,0,1.825,3.296145,3.65,2.050049,,,,,,,,,,,,,,,,,
1,1,0,A,1095.650024,1096.599976,-0.314174,0.238143,0.95,215.053757,4.65,,,,,,,,,,,,,,,,,,,,,,2,2640.950928,2643.650879,2.699902,2.149902,0,465.137421,0,0.75,1.133578,1.5,2.149902,,,,,,,,,,,,,,,,,
1,1,1,A,1096.599976,1097.050049,2.089533,0.212285,0.45,377.35849,2.65,,,,,,,,,,,,,,,,,,,,,,1,2646.050781,2647.85083,1.8001,0,0,0,0,1.8001,0,1.8001,0,,,,,,,,,,,,,,,,,
1,1,0,AB,1097.150024,1097.300049,0.361017,0,0.15,666.666687,1.5,,,,,,,,,,,,,,,,,,,,,,1,2651.000977,2652.950928,1.95,0,0,0,0,1.95,0,1.95,0,,,,,,,,,,,,,,,,,
1,1,0,A,1121.300049,1133.75,-0.028987,0.251058,12.45,400,2.5,,,,,,,,,,,,,,,,,,,,,,7,2669.500977,2682.250732,12.749754,2.058309,15.830915,762.185547,5258.651855,1.4928,15.864698,10.4496,12.349854,,,,,,,,,,,,,,,,,
1,1,1,A,1133.75,1136.300049,1.959439,0.326258,2.55,78.740158,12.7,,,,,,,,,,,,,,,,,,,,,,1,2685.950684,2686.300781,0.3501,0,0,0,0,0.3501,0,0.3501,0,,,,,,,,,,,,,,,,,
1,1,0,A,1136.300049,1136.599976,-0.114068,0.060422,0.3,66.666664,15,,,,,,,,,,,,,,,,,,,,,,3,2694.850586,2700.300537,5.450005,1.774902,2.760744,629.400208,978.990784,1.283333,3.926528,3.849999,3.549804,,,,,,,,,,,,,,,,,
1,1,1,A,1136.599976,1137,1.744823,0.200086,0.4,350.877197,2.85,,,,,,,,,,,,,,,,,,,,,,1,2713.800537,2720.900635,7.1,0,0,0,0,7.1,0,7.1,0,,,,,,,,,,,,,,,,,
1,1,0,A,1137,1138.650024,0.004058,0.375649,1.65,1428.571411,0.7,,,,,,,,,,,,,,,,,,,,,,1,2723.900635,2724.200684,0.3,0,0,0,0,0.3,0,0.3,0,,,,,,,,,,,,,,,,,
1,1,1,A,1138.650024,1142,2.097866,0.346716,3.35,487.804871,2.05,,,,,,,,,,,,,,,,,,,,,,4,2728.85083,2735.300537,6.4498,1.25,3.976883,1020.003357,3055.812012,1.249925,6.126424,4.9997,3.75,,,,,,,,,,,,,,,,,
1,1,0,AB,1142,1142.099976,1.109388,0,0.1,200,5,,,,,,,,,,,,,,,,,,,,,,9,2747.250732,2764.900879,17.650093,2.162537,20.889029,823.517151,8195.014648,1.355544,16.841818,12.199896,17.300296,,,,,,,,,,,,,,,,,
1,1,1,A,1142.099976,1145.800049,1.968065,0.326824,3.7,289.855072,3.45,,,,,,,,,,,,,,,,,,,,,,3,2767.250977,2772.500977,5.25,1.125,1.758906,1000,1563.471924,1.533367,5.277674,4.600101,2.25,,,,,,,,,,,,,,,,,
1,1,0,AB,1145.800049,1145.900024,0.932386,0,0.1,263.157898,3.8,,,,,,,,,,,,,,,,,,,,,,4,2782.250488,2791.150391,8.899805,2.849935,9.040033,442.348145,1316.134888,1.762575,9.788265,7.0503,8.549805,,,,,,,,,,,,,,,,,
1,1,1,A,1145.900024,1146.349976,1.805188,0.163604,0.45,263.157898,3.8,,,,,,,,,,,,,,,,,,,,,,6,2802.050293,2818.300293,16.249998,3.070019,19.240139,751.677612,4972.38623,2.424983,20.155329,14.549898,15.350095,,,,,,,,,,,,,,,,,
1,1,0,A,1146.349976,1151.849976,0.057116,0.249282,5.5,1818.181763,0.55,,,,,,,,,,,,,,,,,,,,,,2,2825.750244,2827.350342,1.600098,1.350098,0,740.687134,0,0.3,0.43589,0.6,1.350098,,,,,,,,,,,,,,,,,
1,1,1,A,1151.849976,1152.349976,2.114712,0.138291,0.5,168.06723,5.95,,,,,,,,,,,,,,,,,,,,,,3,2830.700439,2835.700439,4.999998,1.550049,2.201178,647.829407,919.963257,0.966567,3.325968,2.899701,3.100098,,,,,,,,,,,,,,,,,
1,1,0,A,1152.349976,1155.150024,-0.005242,0.205203,2.8,166.666672,6,,,,,,,,,,,,,,,,,,,,,,4,2845.500244,2854.050049,8.549809,2.283203,7.446684,783.016235,2856.270508,1.97505,8.875901,7.9002,6.849609,,,,,,,,,,,,,,,,,
1,1,1,A,1155.150024,1155.75,2.292674,0.234211,0.6,303.030304,3.3,,,,,,,,,,,,,,,,,,,,,,4,2875.399902,2881.050049,5.650093,1.766764,4.979606,598.33905,1696.811646,1.024925,4.734796,4.0997,5.300292,,,,,,,,,,,,,,,,,
1,1,0,A,1155.75,1158.650024,0.109367,0.281906,2.9,294.117645,3.4,,,,,,,,,,,,,,,,,,,,,,2,2887.550049,2891,3.449951,2.699951,0,370.377075,0,1.625,2.888555,3.25,2.699951,,,,,,,,,,,,,,,,,
1,1,1,A,1158.650024,1160.5,2.105641,0.140451,1.85,285.714294,3.5,,,,,,,,,,,,,,,,,,,,,,3,2895.25,2906.949707,11.699707,4.349854,8.592822,438.37442,865.977051,3.533367,11.57289,10.600101,8.699708,,,,,,,,,,,,,,,,,
1,1,0,AB,1160.5,1160.699951,0.761018,0,0.2,210.526321,4.75,,,,,,,,,,,,,,,,,,,,,,4,2921.599609,2925.649658,4.050049,1.18335,3.646424,1257.282593,4335.95752,0.450075,2.1428,1.8003,3.55005,,,,,,,,,,,,,,,,,
1,1,0,A,1167,1204.699951,-0.168165,0.247806,37.700001,153.846161,6.5,,,,,,,,,,,,,,,,,,,,,,4,2928.549805,2937.949463,9.399707,2.899902,8.48691,407.766998,1244.887573,1.649975,7.779879,6.5999,8.699706,,,,,,,,,,,,,,,,,
1,1,1,A,1204.699951,1205.050049,2.023779,0.060216,0.35,24.721878,40.450001,,,,,,,,,,,,,,,,,,,,,,6,2946.949463,2963.999512,17.049999,3.1,18.088255,613.757568,3843.054443,2.350017,16.590853,14.100102,15.5,,,,,,,,,,,,,,,,,
1,1,0,A,1205.050049,1209.699951,-0.0038,0.227937,4.65,26.281208,38.049999,,,,,,,,,,,,,,,,,,,,,,1,2967.549561,2967.649658,0.1001,0,0,0,0,0.1001,0,0.1001,0,,,,,,,,,,,,,,,,,
1,1,1,A,1209.699951,1210.099976,1.964002,0.099592,0.4,200,5,,,,,,,,,,,,,,,,,,,,,,3,2971.449463,2978.199707,6.750244,2.000122,3.522834,690.139404,1215.549194,1.483333,4.895108,4.449999,4.000244,,,,,,,,,,,,,,,,,
1,1,0,A,1210.099976,1211.050049,-0.141202,0.288001,0.95,198.019806,5.05,,,,,,,,,,,,,,,,,,,,,,3,2981.949707,2988.75,6.800295,2.725098,3.926264,374.051758,538.925964,0.8833,2.750931,2.6499,5.450196,,,,,,,,,,,,,,,,,
1,1,1,A,1211.050049,1215,1.885803,0.275143,3.95,740.740723,1.35,,,,,,,,,,,,,,,,,,,,,,1,2993.999756,2995.549561,1.5499,0,0,0,0,1.5499,0,1.5499,0,,,,,,,,,,,,,,,,,
1,1,0,A,1215,1217.849976,0.07263,0.333526,2.85,204.081635,4.9,,,,,,,,,,,,,,,,,,,,,,8,3000.549805,3014.949707,14.399898,1.978585,14.185335,554.196838,4052.19165,0.9312,8.624747,7.4496,13.850095,,,,,,,,,,,,,,,,,
1,1,1,A,1217.849976,1218.900024,1.934367,0.292619,1.05,147.058823,6.8,,,,,,,,,,,,,,,,,,,,,,2,3017.949463,3021.499512,3.550142,1.850342,0,540.440674,0,1.0999,1.964454,2.1998,1.850342,,,,,,,,,,,,,,,,,
1,1,0,A,1218.900024,1220.199951,0.161035,0.165514,1.3,256.410248,3.9,,,,,,,,,,,,,,,,,,,,,,7,3031.699707,3038.999512,7.299805,1.091634,8.288095,1334.57251,8769.407227,0.592829,4.753964,4.149803,6.549804,,,,,,,,,,,,,,,,,
1,1,1,A,1220.199951,1220.949951,2.24942,0.583946,0.75,425.531921,2.35,,,,,,,,,,,,,,,,,,,,,,1,3041.599854,3042.249756,0.6499,0,0,0,0,0.6499,0,0.6499,0,,,,,,,,,,,,,,,,,
1,1,0,A,1220.949951,1225.5,-0.08706,0.260194,4.55,487.804871,2.05,,,,,,,,,,,,,,,,,,,,,,6,3046.349854,3060.299561,13.949804,2.459961,12.942514,462.962433,2383.753174,1.575,10.780789,9.45,12.299805,,,,,,,,,,,,,,,,,
1,1,1,A,1225.5,1226.849976,1.947597,0.194195,1.35,188.679245,5.3,,,,,,,,,,,,,,,,,,,,,,3,3065.499512,3067.499512,1.999902,0.824951,1.193245,1240.792358,1794.735474,0.45,1.256436,1.35,1.649902,,,,,,,,,,,,,,,,,
1,1,0,A,1226.849976,1236.050049,0.066113,0.224968,9.2,169.491531,5.9,,,,,,,,,,,,,,,,,,,,,,3,3069.949707,3074.199707,4.25,2,2.939335,520.822754,765.436157,0.416667,1.342417,1.250001,4,,,,,,,,,,,,,,,,,
1,1,1,AB,1236.050049,1236.199951,1.617055,0,0.15,94.786728,10.55,,,,,,,,,,,,,,,,,,,,,,2,3076.949707,3078.249756,1.300146,0.900146,0,1110.930298,0,0.475,0.688295,0.95,0.900146,,,,,,,,,,,,,,,,,
